Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2026-04-15,Treasure Planet,2002,https://boxd.it/dYVbgx,4,Yes,"Tenho poucas memórias sobre este filme ainda mais por ter assistido tão jovem, mas ainda sim lembro de bons detalhes dos personagens.
Gosto muito da simplicidade do design que o protagonista.

A estética misturada entre animação 2D com alguns elementos 3D, mexe muito com áreas específicas do meu cérebro. 
E gosto muito do universo que se passa essa história. Com piratas espaciais e toda a trama.","2002, infantil, ação",2026-04-14
2026-04-17,Star Wars: Episode II – Attack of the Clones,2002,https://boxd.it/e0lkXh,4,Yes,"Gosto muito do 3D do Mestre Yoda nesse filme. E admito que tenho uma grande preferência pelo caçadores de recompensas, principalmente o Bobba Fett e o Jango Fett.

Uma pena que Anakin se corrompe, mas ele foi predestinado a isso.","ficção científica, 2002, aventura",2026-04-16
2026-04-20,The Drama,2026,https://boxd.it/e2O1EV,4,,"Gostei bastante do filme, A24 sempre trás um perspectiva totalmente nova sobre algo. O filme trouxe uma boa reflexão sobre relacionamentos e como podemos lidar com eles.
O filme mostra 3 relações diferentes e como cada pessoa dentro deles se comporta individualmente e em conjunto.",drama,2026-04-18
2026-04-20,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/e2ODuf,3.5,Yes,"Gosto do universo de HP, mas admito que não sou tão fã assim. Imagino que a maioria curta mais pela nostalgia de ver desde a infância.
Mas deste filme em si, lembro de chegar na casa da minha prima (vulgo HPLOVER) e ver ela assistindo esse filme, principalmente na cena em que aparece o Basilisco.","aventura, infantil, 2002",2026-04-19
2026-04-20,Stuart Little 2,2002,https://boxd.it/e2P2VP,4,,"Gosto muito da estética de pequeno mundo do Stuart. Dele ter suas pequenas coisinhas. Me lembra muito o jogo Grounded. Onde objetos do cotidiano se tornam ferramentas úteis.

Tanto o segundo quando o primeiro filme são muito divertidos. Uma pena que não teve mais.

(Adendo bônus a participação do Dr.House, sendo totalmente gentil com a família)","2002, infantil, aventura",2026-04-19
2026-04-23,Men in Black II,2002,https://boxd.it/e569KV,3.5,,Um clássico cheio de plástico aluminizado. Se o Will Smith não tivesse tapeado o Chris Rock. Talvez um dia víssemos uma continuação. Seria legal ver o J como chefão dos MIB.,"2002, ação, ficção científica",2026-04-20
2026-04-23,Catch Me If You Can,2002,https://boxd.it/e58WW1,4,,"Apesar de muito inteligente, Frank Jr, caiu na boca da ganância. Poderia ter feito pouco pra se estabilizar e ganhar muito mais, honestamente. (Mesmo que o pontapé inicial tenha sido fraudulento) 
Acredito que era por uma boa causa, de ajudar o pai. Mas sua ingenuidade somada a cega luxúria que ele mesmo se deu. Fez com que ele vivesse uma curta longa vida.
Vida essa que por uma decisão inconsequente, lhe garantiu um emprego decente, provando seu valor.","2002, não ficção, sessão da tarde",2026-04-21
2026-04-23,City of God,2002,https://boxd.it/e59IRj,5,,"Incrivelmente nunca tinha visto esse filme (não inteiro) no máximo via umas cenas perdidas.
Mas admito que me arrependo de não ter visto antes. 
Gosto de filmes que são contados em capítulos, nesse caso, e narrado por um dos personagens.
Definitivamente um dos melhores que eu já vi, mesmo com 24 anos, ainda é algo muito real. Com algumas adaptações claro.

Não sabia quase nada da história além do famoso Dadinho Zé Pequeno e o Bondoso Bené.
Ambos lados de uma mesma moeda suja de sangue. Que nos mostra que a maldade não é uma consequência e sim uma escolha. Zé Pequeno fez por merecer assim como todos traficantes que escolheram o ""bom do melhor"". Mas esqueceram que a vida muito mais tira do que nos dá.
Bené por outro lado, fez companhia não pra ""curar"" o amigo, mas sim por quê foi ele que o acompanhou desde sempre. Bené, salvava quem podia e poupava inocentes. 

Buscapé foi exemplo de que mesmo tendo um contato direto com o crime, conseguiu vencer e seguir o seu sonho de fotógrafo.
Viu tudo de perto, mas ainda sim, teve oportunidade e sou de agarrar a ela quando pode.","2002, baseado em fatos reais, tela quente",2026-04-22
2026-04-26,The Lord of the Rings: The Two Towers,2002,https://boxd.it/e7gKIZ,4,Yes,"Sempre gostei mais de Duas Torres.
Um bom meio de conflito, bem executado.","2002, ficção, aventura",2026-04-24
2026-04-26,8 Mile,2002,https://boxd.it/e7idIr,4,,"Não conhecia a história do Eminem. Tirando a questão racial, a história dele prova que todo mundo passa por momentos ruins e que também recebem oportunidade de mostrar o seu valor, junto com a demonstração de carácter.
Mesmo estando completamente ferrado na vida, B-Rabbit tenta proteger sua irmãzinha da vida difícil que eles vivem.
Outro ponto, ter amigos que realmente acreditam em você, é um diferencial enorme pra conseguir alcançar algo.","2002, bibliográfico",2026-04-25
2026-04-26,Spy Kids 2: The Island of Lost Dreams,2002,https://boxd.it/e7pbr3,3.5,Yes,"Boa parte da minha imaginação criativa, se baseou bastante nesse filme. 
Principalmente os efeitos sonoros e alguns dos CGI / Gadgets.
———
A essência da família Cortez (fortemente Latina graças ao Antonio Banderas) é algo muito bom, o tempero desse filme.","2002, ação, aventura, infantil, sessão da tarde",2026-04-25
2026-04-27,Chicago,2002,https://boxd.it/e7T9UR,4,,"Encerrando o desafio de abril, com uma boa folga.

Tinha uma baixa expectativa sobre esse filme, só sabia que era uma musical. Não li nada sobre.

E tive boas impressões ao longo do filme, de início parecia Orange is The New Black, dado o foco nas mulheres prisioneiras. Mas depois fui entendendo o conceito do filme onde acontece a história acompanhada de um musical contextualizando de forma lúdica. 

Uma das melhores cenas, foi do advogado tentando convencer o júri, junto a cena do mesmo sapateando sozinho em um palco com um holofote totalmente focado nele. 

E a segunda, onde eles são dando uma entrevista, e a simulação musical é o advogado conduzindo a protagonista como se fosse uma marionete. Ao fundo os jornalistas como marionetes também.","2002, musical",2026-04-26
2026-05-04,Pulp Fiction,1994,https://boxd.it/edEfNL,3.5,,"O Tarantino sempre fazer a mesma receita de bolo nos seus filmes. Muita morte, preferencialmente visceral. 
---
Mas a forma de contar a história por mais insana que pareça é boa. Gosto de filmes separados por capítulos (que mostram nítidamente isso).
---
Não sabia nada além de poucas referências sobre pulp fiction. No máximo a famosa cena do Travolta e a cena do Bruce Willis com a metralhadora. Achei a construção dos fatos muito boa, apesar de ser asíncrono com a cronológica.
---
Consigo ver esse filme como um clássico, dado que ele foi base de muitas referências no cinema após ele.","quentin tarantino, ficção",2026-05-02
2026-05-11,Everything Everywhere All at Once,2022,https://boxd.it/ejyOIN,4,Yes,"Gosto de como esse filme decorre de muitos conceitos. 

Um dos detalhes que também que contam a história separada por 3 capítulos.

As reflexões que este filme traz, além de toda a maluquice de multiversos. É sobre como vemos nossas relações, como mãe e filha, que o filho mostra.

Como a Evelyn se importou tanto que deixou de se importar. Tentou olhar pra tudo, mas não olhou nem pra si mesma. Nem pro seu casamento e sua filha.

Assistiria mais 2 vezes, pra ver todos detalhes.
A24, sempre entregando tudo.","a24, oscar, 2022",2026-05-09
2026-05-27,Ford v Ferrari,2019,https://boxd.it/ewGoMd,3.5,Yes,"Christian Bale e Matt Damon, são uma ótima combinação de atores pra um filme bom. Ainda não assisti um filme deles que fosse ruim.

Bale sempre entrega tudo em seus papéis. Nesse filme em questão, ele foi perfeito em demonstrar a chatice perfeccionista do Ken Milles.

A participação do Jon Bernthal foi só um saltinho pra esse molho todo ficar bom!

Uma pena o fim trágico do Ken miles.","não ficção, corrida",2026-05-26
2026-06-01,The Devil Wears Prada 2,2026,https://boxd.it/eAKwQr,4,,"Gostei de ver Miranda (Meryl Streep) mais humanizada e de fato aceitando que o mundo mudou. Apesar de ser rude em praticamente todos os momentos. É possível ver que ela é uma boa pessoa que tem um cerne muito forte, se mantendo plena mesmo que esteja quebrada por dentro.

Anne Hathaway, voltando como Andy com uma bagagem gigantesca do jornalismo ( não me lembro como acaba o primeiro filme para fazer a ponte), mas consigo ver que ela cresceu bastante como profissional. Com pequenos deslizes que mostram sua natureza insegura mas que também mostra que ela mesmo recebendo os coices da Miranda, faz de tudo para tornar a Runway valorizada mais uma vez. 
E ela faz isso por ela, pela Miranda e pelo Nigel também.

A participação do Nigel (Stanley Tucci) foi a terceira ponta do losango de personalidades que o filme traz. Sendo um ponto doce, cuidadoso e também ríspido quando necessário.

Andy -> Nigel -> Miranda -> Emily","cinema, moda",2026-05-30
